desger_id;uge_id;dtini_verif;tpestoper_id;panocr_id;ogresdes_id;valdisp
1171270;ALUXG-0UG5;02/01/2008 00:00;DCO;NOR;;527
1171271;ALUXG-0UG5;02/01/2008 09:26;LIG;NOR;;527
1171272;ALUXG-0UG5;08/01/2008 06:25;DCO;NOR;;527
1171273;ALUXG-0UG5;08/01/2008 19:57;LIG;NOR;;527
1171274;ALUXG-0UG5;10/01/2008 00:12;DCO;NOR;;527
1171275;ALUXG-0UG5;10/01/2008 07:24;LIG;NOR;;527
1171276;ALUXG-0UG5;10/01/2008 21:26;DCO;NOR;;527
1171277;ALUXG-0UG5;11/01/2008 12:51;LIG;RPR;GTR;52
1171278;ALUXG-0UG5;11/01/2008 13:14;LIG;NOR;;527
1186896;ALUXG-0UG5;01/02/2008 00:00;LIG;NOR;;527
1209136;ALUXG-0UG5;01/03/2008 00:00;LIG;NOR;;527
1209137;ALUXG-0UG5;01/03/2008 07:52;DCO;NOR;;527
1209138;ALUXG-0UG5;01/03/2008 12:27;LIG;NOR;;527
1209139;ALUXG-0UG5;19/03/2008 08:17;DPR;;GGE;0
1209140;ALUXG-0UG5;19/03/2008 17:20;DCO;NOR;;527
1209141;ALUXG-0UG5;20/03/2008 07:58;LIG;NOR;;527
1209142;ALUXG-0UG5;20/03/2008 17:56;DCO;NOR;;527
1209143;ALUXG-0UG5;20/03/2008 22:12;LIG;NOR;;527
1230910;ALUXG-0UG5;01/04/2008 00:00;LIG;NOR;;527
1230911;ALUXG-0UG5;09/04/2008 20:04;DAU;;GTR;0
1240738;ALUXG-0UG5;01/05/2008 00:00;DAU;;GTR;0
1259387;ALUXG-0UG5;01/06/2008 00:00;DAU;;GTR;0
1285802;ALUXG-0UG5;01/07/2008 00:00;DAU;;GTR;0
1304502;ALUXG-0UG5;01/08/2008 00:00;DAU;;GTR;0
1304503;ALUXG-0UG5;15/08/2008 12:09;LIG;RPR;GGE;410
1304504;ALUXG-0UG5;15/08/2008 14:03;LIG;NOR;;527
1338415;ALUXG-0UG5;01/09/2008 00:00;LIG;NOR;;527
1338416;ALUXG-0UG5;07/09/2008 05:59;DCO;NOR;;527
1338417;ALUXG-0UG5;08/09/2008 07:21;LIG;NOR;;527
1338418;ALUXG-0UG5;10/09/2008 07:41;DPR;;GTR;0
1338419;ALUXG-0UG5;10/09/2008 16:34;LIG;NOR;;527
1338420;ALUXG-0UG5;10/09/2008 17:17;LIG;NOT;;527
1338421;ALUXG-0UG5;18/09/2008 10:21;DUR;;GOT;0
1338422;ALUXG-0UG5;18/09/2008 11:31;DCA;;GAG;0
1338423;ALUXG-0UG5;18/09/2008 11:45;LIG;NOR;;527
1357891;ALUXG-0UG5;01/10/2008 00:00;LIG;NOR;;527
1380662;ALUXG-0UG5;01/11/2008 00:00;LIG;NOR;;527
1401819;ALUXG-0UG5;01/12/2008 00:00;LIG;NOR;;527
1401820;ALUXG-0UG5;06/12/2008 04:15;DCO;NOR;;527
1401821;ALUXG-0UG5;06/12/2008 18:47;LIG;NOR;;527
1401822;ALUXG-0UG5;07/12/2008 01:56;DCO;NOR;;527
1401823;ALUXG-0UG5;08/12/2008 08:23;LIG;NOR;;527
1401824;ALUXG-0UG5;22/12/2008 23:58;DCO;NOR;;527
1401825;ALUXG-0UG5;23/12/2008 08:06;DPR;;GTR;0
1401826;ALUXG-0UG5;23/12/2008 09:58;DCA;;GAG;0
1401827;ALUXG-0UG5;23/12/2008 10:14;LIG;NOR;;527
1417265;ALUXG-0UG5;01/01/2009 00:00;LIG;NOR;;527
1441005;ALUXG-0UG5;01/02/2009 00:00;LIG;NOR;;527
1441006;ALUXG-0UG5;08/02/2009 01:24;DCO;NOR;;527
1441007;ALUXG-0UG5;09/02/2009 05:39;LIG;NOR;;527
1441008;ALUXG-0UG5;15/02/2009 03:43;DCO;NOR;;527
1441009;ALUXG-0UG5;15/02/2009 10:12;LIG;NOR;;527
1441010;ALUXG-0UG5;22/02/2009 06:27;DCO;NOR;;527
1441011;ALUXG-0UG5;25/02/2009 14:15;LIG;NOR;;527
1441012;ALUXG-0UG5;28/02/2009 00:43;DCO;NOR;;527
1441013;ALUXG-0UG5;28/02/2009 08:58;LIG;NOR;;527
1441014;ALUXG-0UG5;28/02/2009 23:39;DCO;NOR;;527
1472961;ALUXG-0UG5;01/03/2009 00:00;DCO;NOR;;527
1472962;ALUXG-0UG5;02/03/2009 08:17;DPR;;GGE;0
1472963;ALUXG-0UG5;24/03/2009 16:27;DCA;;GAG;0
1472964;ALUXG-0UG5;24/03/2009 16:45;LIG;NOR;;527
1472965;ALUXG-0UG5;29/03/2009 05:42;DCO;NOR;;527
1472966;ALUXG-0UG5;29/03/2009 17:05;LIG;NOR;;527
1497022;ALUXG-0UG5;01/04/2009 00:00;LIG;NOR;;527
1497023;ALUXG-0UG5;26/04/2009 08:32;DCO;NOR;;527
1497024;ALUXG-0UG5;26/04/2009 09:42;LIG;NOR;;527
1516950;ALUXG-0UG5;01/05/2009 00:00;LIG;NOR;;527
1516951;ALUXG-0UG5;31/05/2009 05:43;DCO;NOR;;527
1516952;ALUXG-0UG5;31/05/2009 17:40;LIG;NOR;;527
1540506;ALUXG-0UG5;01/06/2009 00:00;LIG;NOR;;527
1560888;ALUXG-0UG5;01/07/2009 00:00;LIG;NOR;;527
1560889;ALUXG-0UG5;05/07/2009 08:38;DCO;NOR;;527
1560890;ALUXG-0UG5;05/07/2009 16:01;LIG;NOR;;527
1577394;ALUXG-0UG5;01/08/2009 00:00;LIG;NOR;;527
1577395;ALUXG-0UG5;16/08/2009 05:57;DCO;NOR;;527
1577396;ALUXG-0UG5;16/08/2009 17:13;LIG;NOR;;527
1593364;ALUXG-0UG5;01/09/2009 00:00;LIG;NOR;;527
1593365;ALUXG-0UG5;06/09/2009 09:06;DCO;NOR;;527
1593366;ALUXG-0UG5;07/09/2009 07:58;LIG;NOR;;527
1601952;ALUXG-0UG5;01/10/2009 00:00;LIG;NOR;;527
1591450;ALUXG-0UG5;04/10/2009 01:58;DCO;NOR;;527
1591451;ALUXG-0UG5;04/10/2009 19:00;LIG;NOR;;527
1606966;ALUXG-0UG5;01/11/2009 00:00;LIG;NOR;;527
1606967;ALUXG-0UG5;01/11/2009 05:09;DCO;NOR;;527
1607858;ALUXG-0UG5;03/11/2009 08:15;LIG;NOR;;527
1612128;ALUXG-0UG5;15/11/2009 12:11;DUR;;GTR;0
1612587;ALUXG-0UG5;17/11/2009 23:33;LIG;NOR;;527
1617553;ALUXG-0UG5;01/12/2009 00:00;LIG;NOR;;527
1626713;ALUXG-0UG5;01/01/2010 00:00;LIG;NOR;;527
1635749;ALUXG-0UG5;01/02/2010 00:00;LIG;NOR;;527
1646747;ALUXG-0UG5;01/03/2010 00:00;LIG;NOR;;527
1655360;ALUXG-0UG5;28/03/2010 22:52;DCO;NOR;;527
1656185;ALUXG-0UG5;29/03/2010 09:50;LIG;NOR;;527
1657401;ALUXG-0UG5;01/04/2010 00:00;LIG;NOR;;527
1659658;ALUXG-0UG5;07/04/2010 23:40;DCO;NOR;;527
1660064;ALUXG-0UG5;08/04/2010 08:51;LIG;NOR;;527
1662427;ALUXG-0UG5;17/04/2010 05:53;DCO;NOR;;527
1662428;ALUXG-0UG5;18/04/2010 05:33;LIG;NOR;;527
1666522;ALUXG-0UG5;01/05/2010 00:00;LIG;NOR;;527
1666523;ALUXG-0UG5;01/05/2010 05:29;DCO;NOR;;527
1666524;ALUXG-0UG5;01/05/2010 22:49;LIG;NOR;;527
1670782;ALUXG-0UG5;13/05/2010 22:51;DCO;NOR;;527
1671221;ALUXG-0UG5;14/05/2010 08:53;LIG;NOR;;527
1671222;ALUXG-0UG5;15/05/2010 01:31;DCO;NOR;;527
1671715;ALUXG-0UG5;17/05/2010 08:53;LIG;NOR;;527
1676153;ALUXG-0UG5;01/06/2010 00:00;LIG;NOR;;527
1681361;ALUXG-0UG5;15/06/2010 08:47;DCO;NOR;;527
1681429;ALUXG-0UG5;16/06/2010 07:35;DPR;;GGE;0
1681430;ALUXG-0UG5;16/06/2010 16:47;DCO;NOR;;527
1681431;ALUXG-0UG5;16/06/2010 17:11;LIG;NOR;;527
1686112;ALUXG-0UG5;01/07/2010 00:00;LIG;NOR;;527
1695847;ALUXG-0UG5;01/08/2010 00:00;LIG;NOR;;527
1696747;ALUXG-0UG5;03/08/2010 13:36;DCO;NOR;;527
1697873;ALUXG-0UG5;07/08/2010 17:23;LIG;NOR;;527
1698587;ALUXG-0UG5;09/08/2010 23:17;DCO;NOR;;527
1699891;ALUXG-0UG5;15/08/2010 01:37;LIG;NOR;;527
1706194;ALUXG-0UG5;31/08/2010 07:56;DPR;;GTR;0
1706195;ALUXG-0UG5;31/08/2010 16:47;DCO;NOR;;527
1706196;ALUXG-0UG5;31/08/2010 16:57;LIG;NOR;;527
1706747;ALUXG-0UG5;01/09/2010 00:00;LIG;NOR;;527
1708793;ALUXG-0UG5;05/09/2010 01:11;DCO;NOR;;527
1708794;ALUXG-0UG5;05/09/2010 17:55;LIG;NOR;;527
1715093;ALUXG-0UG5;24/09/2010 14:26;DAU;;GOT;0
1715094;ALUXG-0UG5;24/09/2010 18:05;DCO;NOR;;527
1715095;ALUXG-0UG5;24/09/2010 18:23;LIG;NOR;;527
1717817;ALUXG-0UG5;01/10/2010 00:00;LIG;NOR;;527
1726552;ALUXG-0UG5;24/10/2010 01:29;DCO;NOR;;527
1726553;ALUXG-0UG5;24/10/2010 10:58;LIG;NOR;;527
1729539;ALUXG-0UG5;01/11/2010 00:00;LIG;NOR;;527
1737346;ALUXG-0UG5;22/11/2010 10:18;DPR;;GOT;0
1737347;ALUXG-0UG5;22/11/2010 18:05;DCO;NOR;;527
1737348;ALUXG-0UG5;22/11/2010 18:21;LIG;NOR;;527
1737349;ALUXG-0UG5;22/11/2010 22:21;DCO;NOR;;527
1737611;ALUXG-0UG5;23/11/2010 08:44;DPR;;GOT;0
1737612;ALUXG-0UG5;23/11/2010 17:07;DCO;NOR;;527
1737613;ALUXG-0UG5;23/11/2010 17:25;LIG;NOR;;527
1740870;ALUXG-0UG5;01/12/2010 00:00;LIG;NOR;;527
1751876;ALUXG-0UG5;31/12/2010 08:28;DCO;NOR;;527
1751979;ALUXG-0UG5;01/01/2011 00:00;DCO;NOR;;527
1751980;ALUXG-0UG5;02/01/2011 09:50;LIG;NOR;;527
1757558;ALUXG-0UG5;13/01/2011 08:23;DPR;;GGE;0
1756948;ALUXG-0UG5;13/01/2011 08:23;DPR;;GGE;0
1756949;ALUXG-0UG5;13/01/2011 16:03;DCO;NOR;;527
1756950;ALUXG-0UG5;13/01/2011 16:09;LIG;NOR;;527
1763670;ALUXG-0UG5;01/02/2011 00:00;LIG;NOR;;527
1765836;ALUXG-0UG5;04/02/2011 00:21;DAU;;GRB;0
1765837;ALUXG-0UG5;04/02/2011 03:29;LIG;NOR;;527
1768404;ALUXG-0UG5;13/02/2011 03:19;DCO;NOR;;527
1768405;ALUXG-0UG5;13/02/2011 17:09;LIG;NOR;;527
1770546;ALUXG-0UG5;20/02/2011 09:42;DCO;NOR;;527
1770547;ALUXG-0UG5;20/02/2011 10:01;LIG;NOR;;527
1770548;ALUXG-0UG5;20/02/2011 14:37;DCO;NOR;;527
1770549;ALUXG-0UG5;20/02/2011 16:36;LIG;NOR;;527
1773983;ALUXG-0UG5;01/03/2011 00:00;LIG;NOR;;527
1785719;ALUXG-0UG5;01/04/2011 00:00;LIG;NOR;;527
1787814;ALUXG-0UG5;10/04/2011 07:24;DCO;NOR;;527
1787815;ALUXG-0UG5;10/04/2011 08:12;LIG;NOR;;527
1793952;ALUXG-0UG5;01/05/2011 00:00;LIG;NOR;;527
1804753;ALUXG-0UG5;01/06/2011 00:00;LIG;NOR;;527
1816632;ALUXG-0UG5;01/07/2011 00:00;LIG;NOR;;527
1819019;ALUXG-0UG5;10/07/2011 00:06;DCO;NOR;;527
1819020;ALUXG-0UG5;10/07/2011 12:35;LIG;NOR;;527
1824732;ALUXG-0UG5;31/07/2011 00:21;DCO;NOR;;527
1824733;ALUXG-0UG5;31/07/2011 06:14;DPR;;GGE;0
1824734;ALUXG-0UG5;31/07/2011 13:59;DCO;TST;;527
1824735;ALUXG-0UG5;31/07/2011 14:34;LIG;NOR;;527
1825692;ALUXG-0UG5;01/08/2011 00:00;LIG;NOR;;527
1836457;ALUXG-0UG5;01/09/2011 00:00;LIG;NOR;;527
1837632;ALUXG-0UG5;04/09/2011 08:30;DCO;NOR;;527
1837633;ALUXG-0UG5;04/09/2011 16:40;LIG;NOR;;527
1846762;ALUXG-0UG5;01/10/2011 00:00;LIG;NOR;;527
1858272;ALUXG-0UG5;01/11/2011 00:00;LIG;NOR;;527
1868454;ALUXG-0UG5;01/12/2011 00:00;LIG;NOR;;527
1879223;ALUXG-0UG5;01/01/2012 00:00;LIG;NOR;;527
1891344;ALUXG-0UG5;01/02/2012 00:00;LIG;NOR;;527
1893764;ALUXG-0UG5;08/02/2012 06:03;DPR;;GOT;0
1893765;ALUXG-0UG5;08/02/2012 18:43;LIG;NOR;;527
1901083;ALUXG-0UG5;29/02/2012 14:23;LIG;RFO;GOT;390
1901084;ALUXG-0UG5;29/02/2012 15:22;LIG;NOR;;527
1901740;ALUXG-0UG5;01/03/2012 00:00;LIG;NOR;;527
1910442;ALUXG-0UG5;24/03/2012 06:18;DPR;;GTR;0
1910443;ALUXG-0UG5;24/03/2012 10:03;DCO;NOR;;527
1910444;ALUXG-0UG5;24/03/2012 10:15;LIG;NOR;;527
1911129;ALUXG-0UG5;26/03/2012 23:29;DPR;;GTR;0
1911671;ALUXG-0UG5;27/03/2012 09:45;DCO;NOR;;527
1911672;ALUXG-0UG5;27/03/2012 09:55;LIG;NOR;;527
1913614;ALUXG-0UG5;01/04/2012 00:00;LIG;NOR;;527
1925159;ALUXG-0UG5;29/04/2012 07:33;DCO;NOR;;527
1925160;ALUXG-0UG5;29/04/2012 11:32;LIG;NOR;;527
1925902;ALUXG-0UG5;01/05/2012 00:00;LIG;NOR;;527
1938238;ALUXG-0UG5;01/06/2012 00:00;LIG;NOR;;527
1946202;ALUXG-0UG5;24/06/2012 09:15;DCO;NOR;;527
1946928;ALUXG-0UG5;24/06/2012 11:59;LIG;NOR;;527
1948896;ALUXG-0UG5;01/07/2012 00:00;LIG;NOR;;527
1961347;ALUXG-0UG5;01/08/2012 00:00;LIG;NOR;;527
1968148;ALUXG-0UG5;22/08/2012 07:46;DPR;;GTR;0
1969011;ALUXG-0UG5;24/08/2012 12:02;DCO;TST;;527
1969012;ALUXG-0UG5;24/08/2012 12:10;LIG;NOR;;527
1969013;ALUXG-0UG5;26/08/2012 21:54;DAU;;GGE;0
1969014;ALUXG-0UG5;26/08/2012 23:38;DCO;NOR;;527
1969731;ALUXG-0UG5;27/08/2012 07:38;LIG;NOR;;527
1971557;ALUXG-0UG5;01/09/2012 00:00;LIG;NOR;;527
1971558;ALUXG-0UG5;02/09/2012 08:10;DCO;NOR;;527
1971559;ALUXG-0UG5;02/09/2012 09:57;LIG;NOR;;527
1981352;ALUXG-0UG5;25/09/2012 02:45;DPR;;GIS;0
1981353;ALUXG-0UG5;25/09/2012 03:00;LIG;NOR;;527
1981354;ALUXG-0UG5;25/09/2012 04:14;DPR;;GIS;0
1981355;ALUXG-0UG5;25/09/2012 05:06;LIG;NOR;;527
1984117;ALUXG-0UG5;01/10/2012 00:00;LIG;NOR;;527
1994917;ALUXG-0UG5;24/10/2012 11:42;DPR;;GTR;0
1994918;ALUXG-0UG5;24/10/2012 12:28;DCO;NOR;;527
1995403;ALUXG-0UG5;25/10/2012 10:13;LIG;NOR;;527
1996020;ALUXG-0UG5;26/10/2012 00:15;DAU;;GRB;0
1996021;ALUXG-0UG5;26/10/2012 00:33;LIG;NOR;;527
1996022;ALUXG-0UG5;26/10/2012 01:35;DAU;;GUM;0
1996023;ALUXG-0UG5;26/10/2012 02:02;LIG;NOR;;527
1996701;ALUXG-0UG5;27/10/2012 08:56;DCO;NOR;;527
1996702;ALUXG-0UG5;27/10/2012 18:19;LIG;NOR;;527
1999396;ALUXG-0UG5;01/11/2012 00:00;LIG;NOR;;527
2012736;ALUXG-0UG5;01/12/2012 00:00;LIG;NOR;;527
2027491;ALUXG-0UG5;01/01/2013 00:00;LIG;NOR;;527
2035780;ALUXG-0UG5;16/01/2013 15:37;DCO;NOR;;527
2035854;ALUXG-0UG5;17/01/2013 09:36;LIG;NOR;;527
2038373;ALUXG-0UG5;23/01/2013 22:20;DCO;NOR;;527
2039291;ALUXG-0UG5;24/01/2013 09:15;LIG;NOR;;527
2044663;ALUXG-0UG5;01/02/2013 00:00;LIG;NOR;;527
2045279;ALUXG-0UG5;04/02/2013 10:19;DPR;;GUM;0
2047118;ALUXG-0UG5;08/02/2013 20:12;DCO;TST;;527
2049423;ALUXG-0UG5;14/02/2013 14:31;LIG;NOR;;527
2054724;ALUXG-0UG5;25/02/2013 08:15;DCO;NOR;;527
2055437;ALUXG-0UG5;27/02/2013 07:49;LIG;NOR;;527
2056398;ALUXG-0UG5;01/03/2013 00:00;LIG;NOR;;527
2072022;ALUXG-0UG5;26/03/2013 02:02;DPR;;GIS;0
2072023;ALUXG-0UG5;26/03/2013 02:26;LIG;NOR;;527
2072024;ALUXG-0UG5;26/03/2013 04:13;DPR;;GIS;0
2072025;ALUXG-0UG5;26/03/2013 04:54;DCO;NOR;;527
2072026;ALUXG-0UG5;26/03/2013 13:58;LIG;NOR;;527
2074843;ALUXG-0UG5;01/04/2013 00:00;LIG;NOR;;527
2078025;ALUXG-0UG5;04/04/2013 06:58;DCO;NOR;;527
2079220;ALUXG-0UG5;05/04/2013 07:07;LIG;NOR;;527
2083230;ALUXG-0UG5;14/04/2013 16:54;DCO;NOR;;527
2083808;ALUXG-0UG5;15/04/2013 11:56;LIG;NOR;;527
2084341;ALUXG-0UG5;16/04/2013 01:43;DCO;NOR;;527
2084342;ALUXG-0UG5;16/04/2013 13:56;LIG;NOR;;527
2093067;ALUXG-0UG5;01/05/2013 00:00;LIG;NOR;;527
2101439;ALUXG-0UG5;16/05/2013 09:40;DCO;NOR;;527
2101440;ALUXG-0UG5;16/05/2013 10:54;DEM;;GAC;0
2101441;ALUXG-0UG5;16/05/2013 17:46;DCO;NOR;;527
2102140;ALUXG-0UG5;18/05/2013 20:22;LIG;NOR;;527
2102141;ALUXG-0UG5;19/05/2013 11:52;DCO;NOR;;527
2103673;ALUXG-0UG5;21/05/2013 07:53;LIG;NOR;;527
2108588;ALUXG-0UG5;01/06/2013 00:00;LIG;NOR;;527
2115603;ALUXG-0UG5;11/06/2013 07:19;DAU;;GOT;0
2115604;ALUXG-0UG5;11/06/2013 11:13;DCO;NOR;;527
2117721;ALUXG-0UG5;16/06/2013 18:39;LIG;NOR;;527
2117722;ALUXG-0UG5;16/06/2013 23:37;DCO;NOR;;527
2118937;ALUXG-0UG5;17/06/2013 18:13;LIG;NOR;;527
2126947;ALUXG-0UG5;01/07/2013 00:00;LIG;NOR;;527
2142662;ALUXG-0UG5;01/08/2013 00:00;LIG;NOR;;527
2154393;ALUXG-0UG5;28/08/2013 15:08;DAU;;GRB;0
2154394;ALUXG-0UG5;28/08/2013 17:15;LIG;NOR;;527
2154640;ALUXG-0UG5;28/08/2013 17:22;DAU;;GOT;0
2154641;ALUXG-0UG5;28/08/2013 18:07;LIG;NOR;;527
2155372;ALUXG-0UG5;01/09/2013 00:00;LIG;NOR;;527
2157144;ALUXG-0UG5;02/09/2013 22:45;DCO;NOR;;527
2157900;ALUXG-0UG5;03/09/2013 09:46;LIG;NOR;;527
2173459;ALUXG-0UG5;01/10/2013 00:00;LIG;NOR;;527
2177205;ALUXG-0UG5;08/10/2013 16:35;DCO;NOR;;527
2177681;ALUXG-0UG5;09/10/2013 07:54;DPR;;GGE;0
2178006;ALUXG-0UG5;10/10/2013 16:51;DCO;TST;;527
2179930;ALUXG-0UG5;11/10/2013 12:11;LIG;TST;;527
2178398;ALUXG-0UG5;11/10/2013 12:15;LIG;NOT;;527
2178399;ALUXG-0UG5;11/10/2013 16:15;LIG;NOR;;527
2183941;ALUXG-0UG5;22/10/2013 01:54;DCO;NOR;;527
2185965;ALUXG-0UG5;25/10/2013 10:20;LIG;NOR;;527
2188294;ALUXG-0UG5;29/10/2013 19:55;DCO;NOR;;527
2189440;ALUXG-0UG5;01/11/2013 00:00;DCO;NOR;;527
2192832;ALUXG-0UG5;05/11/2013 10:30;LIG;NOR;;527
2206321;ALUXG-0UG5;01/12/2013 00:00;LIG;NOR;;527
2206322;ALUXG-0UG5;01/12/2013 22:14;DAU;;GAC;0
2206323;ALUXG-0UG5;01/12/2013 22:53;DCO;NOR;;527
2206324;ALUXG-0UG5;01/12/2013 22:55;LIG;NOR;;527
2223293;ALUXG-0UG5;01/01/2014 00:00;LIG;NOR;;527
2243618;ALUXG-0UG5;01/02/2014 00:00;LIG;NOR;;527
2261555;ALUXG-0UG5;01/03/2014 00:00;LIG;NOR;;527
2274658;ALUXG-0UG5;30/03/2014 16:03;DCO;NOR;;527
2276211;ALUXG-0UG5;01/04/2014 00:00;DCO;NOR;;527
2278161;ALUXG-0UG5;03/04/2014 00:53;LIG;NOR;;527
2278162;ALUXG-0UG5;03/04/2014 17:36;DCO;NOR;;527
2290861;ALUXG-0UG5;21/04/2014 11:47;LIG;NOR;;527
2290862;ALUXG-0UG5;25/04/2014 11:32;DCO;NOR;;527
2290863;ALUXG-0UG5;26/04/2014 16:45;LIG;NOR;;527
2293198;ALUXG-0UG5;01/05/2014 00:00;LIG;NOR;;527
2298455;ALUXG-0UG5;07/05/2014 06:34;DCO;NOR;;527
2298456;ALUXG-0UG5;07/05/2014 07:43;DPR;;GGE;0
2312500;ALUXG-0UG5;29/05/2014 07:41;DPR;;GAC;0
2312501;ALUXG-0UG5;29/05/2014 11:51;DCO;NOR;;527
2312502;ALUXG-0UG5;29/05/2014 12:01;LIG;NOR;;527
2313217;ALUXG-0UG5;01/06/2014 00:00;LIG;NOR;;527
2335854;ALUXG-0UG5;01/07/2014 00:00;LIG;NOR;;527
2346876;ALUXG-0UG5;16/07/2014 14:43;DPR;;GOT;0
2346877;ALUXG-0UG5;16/07/2014 17:17;DCO;NOR;;527
2347423;ALUXG-0UG5;17/07/2014 04:46;DPR;;GOT;0
2349222;ALUXG-0UG5;19/07/2014 23:56;LIG;NOR;;527
2359657;ALUXG-0UG5;01/08/2014 00:00;LIG;NOR;;527
2366720;ALUXG-0UG5;15/08/2014 09:19;DCO;NOR;;527
2366721;ALUXG-0UG5;15/08/2014 15:58;LIG;NOR;;527
2370531;ALUXG-0UG5;22/08/2014 05:04;DPR;;GOT;0
2370532;ALUXG-0UG5;22/08/2014 13:39;LIG;NOR;;527
2376135;ALUXG-0UG5;01/09/2014 00:00;LIG;NOR;;527
2387004;ALUXG-0UG5;24/09/2014 12:09;DCO;NOR;;527
2392235;ALUXG-0UG5;01/10/2014 00:00;DCO;NOR;;527
2398575;ALUXG-0UG5;13/10/2014 16:00;LIG;NOR;;527
2407666;ALUXG-0UG5;01/11/2014 00:00;LIG;NOR;;527
2427967;ALUXG-0UG5;01/12/2014 00:00;LIG;NOR;;527
2438739;ALUXG-0UG5;18/12/2014 11:47;DPR;;GGE;0
2438740;ALUXG-0UG5;18/12/2014 19:55;DCO;NOR;;527
2445055;ALUXG-0UG5;30/12/2014 10:30;DUR;;GAC;0
2445056;ALUXG-0UG5;30/12/2014 13:07;DCO;NOR;;527
2448006;ALUXG-0UG5;01/01/2015 00:00;DCO;NOR;;527
2452956;ALUXG-0UG5;09/01/2015 08:00;LIG;NOR;;527
2452957;ALUXG-0UG5;10/01/2015 12:37;DCO;NOR;;527
2453554;ALUXG-0UG5;13/01/2015 14:15;LIG;NOR;;527
2453555;ALUXG-0UG5;13/01/2015 18:23;DCO;NOR;;527
2454263;ALUXG-0UG5;15/01/2015 11:54;LIG;NOR;;527
2454264;ALUXG-0UG5;15/01/2015 16:25;DCO;NOR;;527
2455636;ALUXG-0UG5;16/01/2015 13:50;LIG;NOR;;527
2455637;ALUXG-0UG5;16/01/2015 17:12;DCO;NOR;;527
2455638;ALUXG-0UG5;19/01/2015 15:17;LIG;NOR;;527
2463876;ALUXG-0UG5;01/02/2015 00:00;LIG;NOR;;527
2480362;ALUXG-0UG5;01/03/2015 00:00;LIG;NOR;;527
2502016;ALUXG-0UG5;01/04/2015 00:00;LIG;NOR;;527
2506984;ALUXG-0UG5;10/04/2015 17:05;DEM;;GUM;0
2506985;ALUXG-0UG5;11/04/2015 17:48;DCO;TST;;527
2511214;ALUXG-0UG5;18/04/2015 06:43;DUR;;GGE;0
2511215;ALUXG-0UG5;18/04/2015 09:43;DCO;NOR;;527
2511216;ALUXG-0UG5;18/04/2015 09:54;LIG;NOR;;527
2519294;ALUXG-0UG5;01/05/2015 00:00;LIG;NOR;;527
2539889;ALUXG-0UG5;01/06/2015 00:00;LIG;NOR;;527
2543196;ALUXG-0UG5;06/06/2015 10:25;DCO;NOR;;527
2558538;ALUXG-0UG5;01/07/2015 00:00;DCO;NOR;;527
2579831;ALUXG-0UG5;01/08/2015 00:00;DCO;NOR;;527
2591682;ALUXG-0UG5;18/08/2015 10:33;LIG;NOR;;527
2591683;ALUXG-0UG5;18/08/2015 11:31;DCO;NOR;;527
2596435;ALUXG-0UG5;25/08/2015 13:35;DEM;;GTR;0
2596436;ALUXG-0UG5;25/08/2015 17:00;DCO;NOR;;527
2596437;ALUXG-0UG5;25/08/2015 22:28;LIG;NOR;;527
2597162;ALUXG-0UG5;26/08/2015 10:35;DAU;;GOT;0
2597163;ALUXG-0UG5;26/08/2015 10:39;DCO;TST;;527
2597164;ALUXG-0UG5;26/08/2015 11:09;LIG;TST;;527
2597165;ALUXG-0UG5;26/08/2015 11:52;LIG;NOT;;527
2597166;ALUXG-0UG5;26/08/2015 15:52;LIG;NOR;;527
2600320;ALUXG-0UG5;01/09/2015 00:00;LIG;NOR;;527
2605354;ALUXG-0UG5;10/09/2015 06:05;DPR;;GTR;0
2605355;ALUXG-0UG5;10/09/2015 11:34;DCO;NOR;;527
2606633;ALUXG-0UG5;11/09/2015 05:03;DPR;;GTR;0
2606634;ALUXG-0UG5;11/09/2015 15:06;LIG;NOR;;527
2611024;ALUXG-0UG5;22/09/2015 03:16;DPR;;GIM;0
2611025;ALUXG-0UG5;22/09/2015 03:34;LIG;NOR;;527
2611026;ALUXG-0UG5;22/09/2015 03:43;DCO;NOR;;527
2611027;ALUXG-0UG5;22/09/2015 04:16;LIG;NOR;;527
2616173;ALUXG-0UG5;01/10/2015 00:00;LIG;NOR;;527
2629929;ALUXG-0UG5;26/10/2015 17:13;DCO;NOR;;527
2634756;ALUXG-0UG5;01/11/2015 00:00;DCO;NOR;;527
2635703;ALUXG-0UG5;03/11/2015 13:52;LIG;NOR;;527
2640905;ALUXG-0UG5;12/11/2015 09:01;DCO;NOR;;527
2641466;ALUXG-0UG5;13/11/2015 08:21;LIG;NOR;;527
2651462;ALUXG-0UG5;01/12/2015 00:00;LIG;NOR;;527
2655455;ALUXG-0UG5;04/12/2015 08:21;DPR;;GTR;0
2655456;ALUXG-0UG5;04/12/2015 11:53;DCO;NOR;;527
2655457;ALUXG-0UG5;04/12/2015 12:22;LIG;NOR;;527
2661352;ALUXG-0UG5;14/12/2015 11:42;DCO;NOR;;527
2665407;ALUXG-0UG5;21/12/2015 10:49;LIG;NOR;;527
2670291;ALUXG-0UG5;01/01/2016 00:00;LIG;NOR;;527
2688130;ALUXG-0UG5;01/02/2016 00:00;LIG;NOR;;527
2705061;ALUXG-0UG5;01/03/2016 00:00;LIG;NOR;;527
2712113;ALUXG-0UG5;08/03/2016 21:18;DUR;;GAC;0
